Place_Id,Place_Name,Description,Category,City,Link_Image,Cleaned
25,Pasar Tanah Abang,"Pasar Tanah Abang atau Pasar Sabtu dibangun oleh Yustinus Vinck pada 30 Agustus 1735. Yustinus Vinck mendirikan Pasar Tanah Abang Pasar atas izin dari Gubernur Jenderal Abraham Patramini. Izin yang diberikan saat itu untuk Pasar Tanah Abang adalah untuk berjualan tekstil serta barang kelontong dan hanya buka setiap hari Sabtu. Oleh karena itu, pasar ini disebut Pasar Sabtu. Pasar ini mampu menyaingi Pasar Senen (Welter Vreden) yang sudah lebih dulu maju.\nPada tahun 1740 terjadi Peristiwa Geger Pecinan, yaitu pembantaian orang-orang Tionghoa, perusakan harta benda, termasuk Pasar Tanah Abang diporakporandakan dan dibakar. Pada tahun 1881, Pasar Tanah Abang kembali dibangun dan yang tadinya dibuka pada hari Sabtu, ditambah hari Rabu, sehingga Pasar Tanah Abang dibuka 2 kali seminggu. Bangunan Pasar pada mulanya sangat sederhana,terdiri dari dinding bambu dan papan serta atap rumbia dari 229 papan dan 139 petak bambu. Pasar Tanah Abang terus mengalami perbaikan hingga akhir abad ke-19 dan bagian lantainya mulai dikeraskan dengan pondasi adukan. Pada tahun 1913, Pasar Tanah Abang kembali diperbaiki. Pada tahun 1926 pemerintah Batavia membongkar Pasar Tanah Abang dan diganti bangunan permanen berupa tiga los panjang dari tembok dan papan serta beratap genteng, dengan kantor pasarnya berada di atas bangunan pasar mirip kandang burung. Pelataran parkir di depan pasar menjadi tempat parkir kuda-kuda penarik delman dan gerobak. Di situ tersedia kobakan air yang cukup besar, dan di seberang jalan ada toko yang khusus menjual dedak makanan kuda. Beberapa puluh meter dari toko dedak ada sebuah gang yang dikenal sebagai Gang Madat, tempat lokalisasi para pemadat.\nPada zaman pendudukan Jepang, pasar ini hampir tidak berfungsi, dan menjadi tempat para gelandangan.\nPasar Tanah Abang semakin berkembang setelah dibangunnya Stasiun Tanah Abang. Di tempat tersebut mulai dibangun tempat-tempat seperti Masjid Al Makmur dan Klenteng Hok Tek Tjen Sien yang keduanya seusia dengan Pasar Tanah Abang. Pada tahun 1973, Pasar Tanah Abang diremajakan, diganti dengan 4 bangunan berlantai empat, dan sudah mengalami dua kali kebakaran, pertama tanggal 30 Desember 1978, Blok A di lantai tiga dan kedua menimpa Blok B tanggal 13 Agustus 1979. Pada tahun 1975 tercatat kiosnya ada 4.351 buah dengan 3.016 pedagang.",Pusat Perbelanjaan,Jakarta,https://www.garnesia.com/images/vendor/v4257.jpg,pasar tanah abang pasar sabtu dibangun yustinus vinck 30 agustus 1735 yustinus vinck mendirikan pasar tanah abang pasar izin gubernur jenderal abraham patramini izin pasar tanah abang berjualan tekstil barang kelontong buka sabtu pasar pasar sabtu pasar menyaingi pasar senen welter vreden majunpada 1740 peristiwa geger pecinan pembantaian orangorang tionghoa perusakan harta benda pasar tanah abang diporakporandakan dibakar 1881 pasar tanah abang dibangun dibuka sabtu ditambah rabu pasar tanah abang dibuka 2 kali seminggu bangunan pasar sederhanaterdiri dinding bambu papan atap rumbia 229 papan 139 petak bambu pasar tanah abang mengalami perbaikan abad ke19 lantainya dikeraskan pondasi adukan 1913 pasar tanah abang diperbaiki 1926 pemerintah batavia membongkar pasar tanah abang diganti bangunan permanen los tembok papan beratap genteng kantor pasarnya bangunan pasar kandang burung pelataran parkir pasar parkir kudakuda penarik delman gerobak situ tersedia kobakan air seberang jalan toko khusus menjual dedak makanan kuda puluh meter toko dedak gang dikenal gang madat lokalisasi pemadatnpada zaman pendudukan jepang pasar berfungsi gelandangannpasar tanah abang berkembang dibangunnya stasiun tanah abang dibangun tempattempat masjid al makmur klenteng hok tek tjen sien seusia pasar tanah abang 1973 pasar tanah abang diremajakan diganti 4 bangunan berlantai mengalami kali kebakaran tanggal 30 desember 1978 blok a lantai menimpa blok b tanggal 13 agustus 1979 1975 tercatat kiosnya 4351 buah 3016 pedagang
26,Pecinan Glodok,"Kawasan Glodok yang dikenal sebagai pusat perdagangan elektronik sendiri dulunya merupakan bekas Penjara Glodok yang angker. Lokasi ini berada di seberang Glodok-Pancoran di kawasan Harco. Sebelum terjadi kerusuhan Mei 1998, kawasan ini sempat menjadi pusat belanja elektronik bagi wisatawan Jepang, Taiwan, dan Hongkong. Di Pinangsia, masyarakat bisa menemukan produk perlengkapan rumah tangga dan bangunan. Selain wisata belanja, pecinan Glodok-Pancoran juga merupakan situs sejarah awal mula Kota Jakarta. Setelah etnis Tionghoa bermukim dan membangun bisnis, serta perkebunan tebu, Batavia mulai berkembang pesat.",Pusat Perbelanjaan,Jakarta,https://daaitv.co.id/DAAI-WP/wp-content/uploads/2022/12/gambar-chinatown-sumber-dari-canva.jpg,kawasan glodok dikenal pusat perdagangan elektronik dulunya bekas penjara glodok angker lokasi seberang glodokpancoran kawasan harco kerusuhan mei 1998 kawasan pusat belanja elektronik wisatawan jepang taiwan hongkong pinangsia masyarakat menemukan produk perlengkapan rumah tangga bangunan wisata belanja pecinan glodokpancoran situs sejarah kota jakarta etnis tionghoa bermukim membangun bisnis perkebunan tebu batavia berkembang pesat
27,Sea World,"Seaworld Indonesia adalah sebuah miniatur pesona laut yang terdapat dalam kompleks wisata pertama di Taman Impian Jaya Ancol.\nPada tanggal 2 Oktober 1992, Gubernur DKI masa itu, Wiyogo Atmodarminto meletakkan batu pertama pembangunan Seaworld Indonesia. Tidak sampai dua tahun, pada tanggal 3 Juni 1994 SeaWorld Indonesia sudah mulai beroperasi. Area Seaworld seluas 3 hektare dengan luas bangunan utama 4.500 m2 berisi berbagai macam akuarium, lorong Antasena (lorong bawah air), perpustakaan, museum, terapi ikan dokter, glow theatre, komputer edukatif layar sentuh berisi informasi berbagai spesies di Seaworld dan bermacam fasilitas pelengkap untuk pengunjung seperti tempat makan, toko suvenir, dan ruang serba guna.",Taman Hiburan,Jakarta,https://www.ancol.com/shared/file-manager/Header%20Jelajah/5.jpg,seaworld indonesia miniatur pesona laut kompleks wisata taman impian jaya ancolnpada tanggal 2 oktober 1992 gubernur dki wiyogo atmodarminto meletakkan batu pembangunan seaworld indonesia tanggal 3 juni 1994 seaworld indonesia beroperasi area seaworld seluas 3 hektare luas bangunan utama 4500 m2 berisi akuarium lorong antasena lorong air perpustakaan museum terapi ikan dokter glow theatre komputer edukatif layar sentuh berisi informasi spesies seaworld fasilitas pelengkap pengunjung makan toko suvenir ruang serba
28,Wisata Agro Edukatif Istana Susu Cibugary,Kawasan Wisata Agro Edukatif Istana Susu “Cibugary” (Cibubur Garden Dairy ) merupakan suatu kawasan agro peternakan sapi perah bernuansa kebun dan taman. Wisata edukasi Cibubur Garden Dairy (CIBUGARY) merupakan salah wisata edukasi yang diminati siswa sekolah. Edukasi pengenalan peternakan sapi memberikan pengalaman yang tidak dapat dilupakan oleh siswa sekolah. Kegiatan edukasi yang tidak terlalu banyak dan menyenangkan ini sangat disukai siswa sekolah. Dengan berwisata edukasi ini dapat menambah ilmu dan pengalaman secara langsung bagi siswa sekolah. Paket wisata edukatif Istana Susu Cibugary dihargai antara Rp 35.000 sampai Rp 65.000 per orang. Harga tersebut sudah termasuk beberapa botol susu pasteurisasi dan goodybag cibugary.,Taman Hiburan,Jakarta,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01g6kps5zq2sp2f9mekrb8xq3b.jpg",kawasan wisata agro edukatif istana susu cibugary cibubur garden dairy kawasan agro peternakan sapi perah bernuansa kebun taman wisata edukasi cibubur garden dairy cibugary salah wisata edukasi diminati siswa sekolah edukasi pengenalan peternakan sapi pengalaman dilupakan siswa sekolah kegiatan edukasi menyenangkan disukai siswa sekolah berwisata edukasi menambah ilmu pengalaman langsung siswa sekolah paket wisata edukatif istana susu cibugary dihargai rp 35000 rp 65000 orang harga botol susu pasteurisasi goodybag cibugary
29,Wisata Kuliner Pecenongan,"Pecenongan merupakan salah satu surga kuliner di Jakarta Pusat yang dikenal sejak zaman Jakarta masih bernama kota Batavia. Dulunya di kawasan ini terdapat pedagang kaki lima yang menjajakan kuliner di pinggir jalan, tetapi tahun demi tahun kawasan Pecenongan semakin ramai dengan adanya rumah makan-rumah makan yang mulai dibangun. Kawasan pecenongan ini cocok bagi kalian yang ingin berwisata kuliner dimalam hari, beragam jenis kuliner yang pastinya membuat kamu kebingungan ingin mencoba yang mana terlebih dahulu. Tak heran jika orang yang sudah pernah mencoba pergi kulineran ke sini pasti akan kembali lagi.
",Pusat Perbelanjaan,Jakarta,https://www.pinhome.id/info-area/wp-content/uploads/2022/04/Pecenongan-Encyclopedia-DKI-Jakarta.jpg,pecenongan salah surga kuliner jakarta pusat dikenal zaman jakarta bernama kota batavia dulunya kawasan pedagang kaki menjajakan kuliner pinggir jalan kawasan pecenongan ramai rumah makanrumah makan dibangun kawasan pecenongan cocok berwisata kuliner dimalam beragam jenis kuliner pastinya kebingungan mencoba heran orang mencoba pergi kulineran
30,Taman Menteng,"Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng, Jakarta Pusat. Taman ini dulunya ditempati oleh Stadion Menteng.\nTaman ini berdiri di atas lahan seluas 2,9 hektar, dan memiliki koleksi 30 spesies tanaman yang berbeda. Taman Menteng juga memiliki beragam fasilitas pendukung seperti taman bermain untuk anak-anak serta lapangan futsal dan basket. Uniknya, di taman ini terdapat pula 44 sumur resapan untuk membantu penyerapan air hujan ke dalam tanah.
",Taman Hiburan,Jakarta,https://storage.jakarta-tourism.go.id/public/articles/963dd923-aec2-49b0-892c-bc4684f3ddc3.png,taman menteng taman berlokasi kawasan menteng jakarta pusat taman dulunya ditempati stadion mentengntaman berdiri lahan seluas 29 hektar memiliki koleksi 30 spesies tanaman berbeda taman menteng memiliki beragam fasilitas pendukung taman bermain anakanak lapangan futsal basket uniknya taman 44 sumur resapan membantu penyerapan air hujan tanah
31,Wisata Alam Mangrove Angke,"Jangan anggap di Jakarta tidak ada wisata alam. Langsung meluncur ke Jakarta Utara, tepatnya di Kamal Muara Penjaringan atau Pantai Indah Kapuk. Di daerah ini terdapat area wisata alam yaitu Taman Wisata Mangrove Jakarta yang sekarang dan beberapa tahun belakangan tengah hits. Di kawasan ini terdapat tiga area, satu berupa Suaka Margasatwa Muara Angke yang tertutup untuk umum, Hutan Mangrove milik Pemprov DKI tetapi kurang begitu menarik untuk wisata. Selanjutnya Taman Wisata Alam Mangrove Angke yang memang merupakan area wisata berbasis konservasi mangrove.
",Cagar Alam,Jakarta,https://i.pinimg.com/originals/c9/c1/26/c9c126039d4c589067feb220ce6ef756.jpg,anggap jakarta wisata alam langsung meluncur jakarta utara tepatnya kamal muara penjaringan pantai indah kapuk daerah area wisata alam taman wisata mangrove jakarta hits kawasan area suaka margasatwa muara angke tertutup hutan mangrove milik pemprov dki menarik wisata taman wisata alam mangrove angke area wisata berbasis konservasi mangrove
32,Setu Babakan,"Setu Babakan atau Danau Babakan terletak di Srengseng Sawah, kecamatan Jagakarsa, Kotamadya Jakarta Selatan, Indonesia dekat Depok yang berfungsi sebagai pusat Perkampungan Budaya Betawi, suatu area yang diperuntukkan untuk pelestarian warisan budaya Jakarta, yaitu budaya asli Betawi.\nPerkampungan budaya Betawi ini didirikan pada tanggal 18 Agustus 2000 melalui Surat Keputusan Gubernur DKI Nomor 92 tahun 2000 yang dikeluarkan oleh Gubernur DKI Jakarta pada waktu itu yaitu Sutiyoso\nSitu Babakan merupakan danau buatan dengan area 30 hektare (79 akre) dengan kedalaman 1-5 meter dimana airnya berasal dari Sungai Ciliwung dan saat ini digunakan sebagai tempat wisata alternatif, bagi warga dan para pengunjung.\nTaman disekitarnya ditanami dengan beragam pohon buah-buahan yaitu Mangga, Palem, Melinjo, Rambutan, Jambu, Pandan, Kecapi, Jamblang, Krendang, Guni, Nangka Cimpedak, Nam-nam, dan Jengkol.\nBanyak kuliner khas Betawi terdapat disini, antara lain Kerak Telor, Toge Goreng, Arum Manis, Rujak Bebek, Soto Betawi, Es Potong, Es Duren, Bir Pletok, Nasi Uduk, Nasi Ulam, Lontong Sayur, dll.\nWisata budaya yang disajikan antara laim rumah-rumah khas Betawi yang dibagi menjadi 3 macam, pertama rumah Betawi gudang atau kandang, kedua rumah Betawi Kebaya atau Bapang, dan yang ketiga adalah rumah Joglo, hampir serupa dengan rumah khas Yogyakarta.\nKeseniannya berupa Lenong, Tari Topeng, Tanjidor, Marawis, Gambang Kromong, Tari Lenggang Nyai, dan Tari Narojeng.\nUpacara Adat yang ada di perkampungan Betawi Setu Babakan adalah Penganten Sunat, Pindah Rumah, Khatam Qur'an, dan Nujuh Bulan.\nMayoritas penduduk di Setu Babakan adalah Betawi, dengan program dari pemda DKI untuk memperbaiki sarana dan prasarana yang ada untuk mengakomodasi kebutuhan ruang terbuka hijau, serta area untuk resapan air, setu babakan berbenah diri dengan dukungan penuh dari pemda DKI\nFungsi dari Setu ini bukan hanya untuk tempat melestarikan kebudayaan betawi yang makin tergerus oleh zaman, tetapi digunakan juga sebagai tempat alternatif rekreasi yang berlokasi di selatan jakarta. selain fungsi utamanya sebagai penampung air resapan untuk selatan jakarta,",Budaya,Jakarta,https://s3.bukalapak.com/uploads/content_attachment/34064fdf10e8d762ba2b53c5/original/5-Fakta-Menarik-Setu-Babakan-Jakarta.jpg,setu babakan danau babakan terletak srengseng sawah kecamatan jagakarsa kotamadya jakarta selatan indonesia depok berfungsi pusat perkampungan budaya betawi area diperuntukkan pelestarian warisan budaya jakarta budaya asli betawinperkampungan budaya betawi didirikan tanggal 18 agustus 2000 surat keputusan gubernur dki nomor 92 2000 dikeluarkan gubernur dki jakarta sutiyosonsitu babakan danau buatan area 30 hektare 79 akre kedalaman 15 meter dimana airnya berasal sungai ciliwung wisata alternatif warga pengunjungntaman disekitarnya ditanami beragam pohon buahbuahan mangga palem melinjo rambutan jambu pandan kecapi jamblang krendang guni nangka cimpedak namnam jengkolnbanyak kuliner khas betawi kerak telor toge goreng arum manis rujak bebek soto betawi es potong es duren bir pletok nasi uduk nasi ulam lontong sayur dllnwisata budaya disajikan laim rumahrumah khas betawi dibagi 3 rumah betawi gudang kandang rumah betawi kebaya bapang ketiga rumah joglo rumah khas yogyakartankeseniannya lenong tari topeng tanjidor marawis gambang kromong tari lenggang nyai tari narojengnupacara adat perkampungan betawi setu babakan penganten sunat pindah rumah khatam quran nujuh bulannmayoritas penduduk setu babakan betawi program pemda dki memperbaiki sarana prasarana mengakomodasi kebutuhan ruang terbuka hijau area resapan air setu babakan berbenah dukungan penuh pemda dkinfungsi setu melestarikan kebudayaan betawi tergerus zaman alternatif rekreasi berlokasi selatan jakarta fungsi utamanya penampung air resapan selatan jakarta
33,Taman Suropati,"Taman Suropati (awalnya bernama Burgemeester Bisschopplein) adalah nama sebuah taman di Jakarta. Pada awalnya nama taman ini diambil dari nama wali kota Batavia pertama, G.J. Bisshop (1916–1920). Taman ini merupakan pusat kawasan Menteng, berada tepat di antara pertemuan tiga jalan utama, yaitu Menteng Boulevard (Jalan Teuku Umar), Orange Boulevard (Jalan Diponegoro), dan Nassau Boulevard (Jalan Imam Bonjol). Lapangan yang kini disebut sebagai Taman Suropati ini sejak tahun 1920 sudah menggantikan lapangan bundar yang luas dalam Rencana Moojen. Taman Suropati, yang disebut-sebut sebagai titik nol Republik Indonesia, menjadi taman yang rindang dan sejak beberapa tahun yang lalu dihiasi dengan patung-patung karya pematung dari negara-negara pendiri Perhimpunan Bangsa-Bangsa Asia Tenggara.",Taman Hiburan,Jakarta,https://ik.imagekit.io/tvlk/blog/2024/09/shutterstock_1798596856.jpg,taman suropati bernama burgemeester bisschopplein nama taman jakarta nama taman diambil nama wali kota batavia gj bisshop 19161920 taman pusat kawasan menteng pertemuan jalan utama menteng boulevard jalan teuku umar orange boulevard jalan diponegoro nassau boulevard jalan imam bonjol lapangan taman suropati 1920 menggantikan lapangan bundar luas rencana moojen taman suropati disebutsebut titik nol republik indonesia taman rindang dihiasi patungpatung karya pematung negaranegara pendiri perhimpunan bangsabangsa asia tenggara
34,Pasar Taman Puring,"Taman Puring bukanlah taman secara harfiah. Sejak eksis di tahun 1960 silam, Taman Puring adalah sebuah pasar. Selama bertahun-tahun, pasar ini sempat menjadi pasar gelap alias pasar barang-barang ilegal. Antara tahun 1980-1990an, pasar ini makin dijauhi masyarakat karena menjadi sentra barang-barang hasil tindakan kriminal. Sejak terbakar pada 2002, Pasar Taman Puring perlahan berbenah diri hingga sekarang menjadi destinasi belanja akhir pekan favorit warga Jakarta. Ada ratusan kios sepatu pria mulai dari sepatu kulit, sepatu gunung, sepatu futsal, hingga sepatu gaul khas anak muda. Beragam merk mulai dari Adidas, Caterpillar, Nike, Karrimor, Vans, hingga Converse tersedia dalam berbagai model dan warna.",Pusat Perbelanjaan,Jakarta,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1634025439/01hg2dc8264s8hzv2r1zpxfcqw.jpg",taman puring taman harfiah eksis 1960 silam taman puring pasar bertahuntahun pasar pasar gelap alias pasar barangbarang ilegal 19801990an pasar dijauhi masyarakat sentra barangbarang hasil tindakan kriminal terbakar 2002 pasar taman puring perlahan berbenah destinasi belanja pekan favorit warga jakarta ratusan kios sepatu pria sepatu kulit sepatu gunung sepatu futsal sepatu gaul khas anak muda beragam merk adidas caterpillar nike karrimor vans converse tersedia model warna
35,Grand Indonesia Mall,"Grand Indonesia merupakan mal di Jakarta. Mal ini dibuka pada tahun 2007 oleh Presiden Susilo Bambang Yudhoyono. Pada tahun 2007, Hotel Indonesia mengalami pemugaran. Selanjutnya setelah dibuka kembali, hotel dikelola oleh grup Kempinski dan namanya diganti menjadi Hotel Indonesia-Kempinski.",Pusat Perbelanjaan,Jakarta,https://silverkris.singaporeair.com/wp-content/uploads/2022/07/Grand-Indonesia-Mall.jpg,grand indonesia mal jakarta mal dibuka 2007 presiden susilo bambang yudhoyono 2007 hotel indonesia mengalami pemugaran dibuka hotel dikelola grup kempinski namanya diganti hotel indonesiakempinski
